Description,File,Variable,Year
Total saturated fatty acids (gm),DR1TOT_D.htm,DR1TSFAT,2005-2006
Total sugars (gm),DR1TOT_D.htm,DR1TSUGR,2005-2006
Total tap water drank yesterday (gm),DR1TOT_D.htm,DR1_330Z,2005-2006
Trout eaten during past 30 days,DR1TOT_D.htm,DRD370R,2005-2006
Tuna eaten during past 30 days,DR1TOT_D.htm,DRD370B,2005-2006
Type of table salt used,DR1TOT_D.htm,DBQ095Z,2005-2006
"Vitamin A, RAE (mcg)",DR1TOT_D.htm,DR1TVARA,2005-2006
Vitamin B12 (mcg),DR1TOT_D.htm,DR1TVB12,2005-2006
Vitamin B6 (mg),DR1TOT_D.htm,DR1TVB6,2005-2006
Vitamin C (mg),DR1TOT_D.htm,DR1TVC,2005-2006
Vitamin E as alpha-tocopherol (mg),DR1TOT_D.htm,DR1TATOC,2005-2006
Vitamin K (mcg),DR1TOT_D.htm,DR1TVK,2005-2006
Walleye eaten during past 30 days,DR1TOT_D.htm,DRD370S,2005-2006
Weight gain/Muscle building diet,DR1TOT_D.htm,DRQSDT8,2005-2006
Weight loss/Low cal/Low carb/Hi pro diet,DR1TOT_D.htm,DRQSDT1,2005-2006
Zinc (mg),DR1TOT_D.htm,DR1TZINC,2005-2006
Added alpha-tocopherol (Vitamin E) (mg),DR2TOT_D.htm,DR2TATOA,2005-2006
Added vitamin B12 (mcg),DR2TOT_D.htm,DR2TB12A,2005-2006
Alcohol (gm),DR2TOT_D.htm,DR2TALCO,2005-2006
Alpha-carotene (mcg),DR2TOT_D.htm,DR2TACAR,2005-2006
Beta-carotene (mcg),DR2TOT_D.htm,DR2TBCAR,2005-2006
Beta-cryptoxanthin (mcg),DR2TOT_D.htm,DR2TCRYP,2005-2006
Breast-fed infant (either day),DR2TOT_D.htm,DRABF,2005-2006
Caffeine (mg),DR2TOT_D.htm,DR2TCAFF,2005-2006
Calcium (mg),DR2TOT_D.htm,DR2TCALC,2005-2006
Carbohydrate (gm),DR2TOT_D.htm,DR2TCARB,2005-2006
Cholesterol (mg),DR2TOT_D.htm,DR2TCHOL,2005-2006
Compare food consumed yesterday to usual,DR2TOT_D.htm,DR2_300,2005-2006
Copper (mg),DR2TOT_D.htm,DR2TCOPP,2005-2006
Dietary day one sample weight,DR2TOT_D.htm,WTDRD1,2005-2006
Dietary fiber (gm),DR2TOT_D.htm,DR2TFIBE,2005-2006
Dietary recall status,DR2TOT_D.htm,DR2DRSTZ,2005-2006
Dietary two-day sample weight,DR2TOT_D.htm,WTDR2D,2005-2006
Energy (kcal),DR2TOT_D.htm,DR2TKCAL,2005-2006
"Folate, DFE (mcg)",DR2TOT_D.htm,DR2TFDFE,2005-2006
Folic acid (mcg),DR2TOT_D.htm,DR2TFA,2005-2006
Food folate (mcg),DR2TOT_D.htm,DR2TFF,2005-2006
Helped in responding for this interview,DR2TOT_D.htm,DR2HELPD,2005-2006
Intake day of the week,DR2TOT_D.htm,DR2DAY,2005-2006
Interviewer ID code,DR2TOT_D.htm,DR2EXMER,2005-2006
Iron (mg),DR2TOT_D.htm,DR2TIRON,2005-2006
Language respondent used mostly,DR2TOT_D.htm,DR2LANG,2005-2006
Lutein + zeaxanthin (mcg),DR2TOT_D.htm,DR2TLZ,2005-2006
Lycopene (mcg),DR2TOT_D.htm,DR2TLYCO,2005-2006
MFA 16:1 (Hexadecenoic) (gm),DR2TOT_D.htm,DR2TM161,2005-2006
MFA 18:1 (Octadecenoic) (gm),DR2TOT_D.htm,DR2TM181,2005-2006
MFA 20:1 (Eicosenoic) (gm),DR2TOT_D.htm,DR2TM201,2005-2006
MFA 22:1 (Docosenoic) (gm),DR2TOT_D.htm,DR2TM221,2005-2006
Magnesium (mg),DR2TOT_D.htm,DR2TMAGN,2005-2006
Main respondent for this interview,DR2TOT_D.htm,DR2MNRSP,2005-2006
Moisture (gm),DR2TOT_D.htm,DR2TMOIS,2005-2006
Niacin (mg),DR2TOT_D.htm,DR2TNIAC,2005-2006
Number of days of intake,DR2TOT_D.htm,DRDINT,2005-2006
Number of foods reported,DR2TOT_D.htm,DR2TNUMF,2005-2006
PFA 18:2 (Octadecadienoic) (gm),DR2TOT_D.htm,DR2TP182,2005-2006
PFA 18:3 (Octadecatrienoic) (gm),DR2TOT_D.htm,DR2TP183,2005-2006
PFA 18:4 (Octadecatetraenoic) (gm),DR2TOT_D.htm,DR2TP184,2005-2006
PFA 20:4 (Eicosatetraenoic) (gm),DR2TOT_D.htm,DR2TP204,2005-2006
PFA 20:5 (Eicosapentaenoic) (gm),DR2TOT_D.htm,DR2TP205,2005-2006
PFA 22:5 (Docosapentaenoic) (gm),DR2TOT_D.htm,DR2TP225,2005-2006
PFA 22:6 (Docosahexaenoic) (gm),DR2TOT_D.htm,DR2TP226,2005-2006
Phosphorus (mg),DR2TOT_D.htm,DR2TPHOS,2005-2006
Potassium (mg),DR2TOT_D.htm,DR2TPOTA,2005-2006
Protein (gm),DR2TOT_D.htm,DR2TPROT,2005-2006
Respondent sequence number,DR2TOT_D.htm,SEQN,2005-2006
Retinol (mcg),DR2TOT_D.htm,DR2TRET,2005-2006
Riboflavin (Vitamin B2) (mg),DR2TOT_D.htm,DR2TVB2,2005-2006
SFA 10:0 (Decanoic) (gm),DR2TOT_D.htm,DR2TS100,2005-2006
SFA 12:0 (Dodecanoic) (gm),DR2TOT_D.htm,DR2TS120,2005-2006
SFA 14:0 (Tetradecanoic) (gm),DR2TOT_D.htm,DR2TS140,2005-2006
SFA 16:0 (Hexadecanoic) (gm),DR2TOT_D.htm,DR2TS160,2005-2006
SFA 18:0 (Octadecanoic) (gm),DR2TOT_D.htm,DR2TS180,2005-2006
SFA 4:0 (Butanoic) (gm),DR2TOT_D.htm,DR2TS040,2005-2006
SFA 6:0 (Hexanoic) (gm),DR2TOT_D.htm,DR2TS060,2005-2006
SFA 8:0 (Octanoic) (gm),DR2TOT_D.htm,DR2TS080,2005-2006
Selenium (mcg),DR2TOT_D.htm,DR2TSELE,2005-2006
Sodium (mg),DR2TOT_D.htm,DR2TSODI,2005-2006
Tap water source,DR2TOT_D.htm,DR2TWS,2005-2006
Theobromine (mg),DR2TOT_D.htm,DR2TTHEO,2005-2006
Thiamin (Vitamin B1) (mg),DR2TOT_D.htm,DR2TVB1,2005-2006
Total bottled water drank yesterday (gm),DR2TOT_D.htm,DR2BWATZ,2005-2006
Total choline (mg),DR2TOT_D.htm,DR2TCHL,2005-2006
Total fat (gm),DR2TOT_D.htm,DR2TTFAT,2005-2006
Total folate (mcg),DR2TOT_D.htm,DR2TFOLA,2005-2006
Total monounsaturated fatty acids (gm),DR2TOT_D.htm,DR2TMFAT,2005-2006
Total plain water drank yesterday (gm),DR2TOT_D.htm,DR2_320Z,2005-2006
Total polyunsaturated fatty acids (gm),DR2TOT_D.htm,DR2TPFAT,2005-2006
Total saturated fatty acids (gm),DR2TOT_D.htm,DR2TSFAT,2005-2006
Total sugars (gm),DR2TOT_D.htm,DR2TSUGR,2005-2006
Total tap water drank yesterday (gm),DR2TOT_D.htm,DR2_330Z,2005-2006
"Vitamin A, RAE (mcg)",DR2TOT_D.htm,DR2TVARA,2005-2006
Vitamin B12 (mcg),DR2TOT_D.htm,DR2TVB12,2005-2006
Vitamin B6 (mg),DR2TOT_D.htm,DR2TVB6,2005-2006
Vitamin C (mg),DR2TOT_D.htm,DR2TVC,2005-2006
Vitamin E as alpha-tocopherol (mg),DR2TOT_D.htm,DR2TATOC,2005-2006
Vitamin K (mcg),DR2TOT_D.htm,DR2TVK,2005-2006
Zinc (mg),DR2TOT_D.htm,DR2TZINC,2005-2006
#days used needle for street drugs/year,DUQ_C.htm,DUQ130,2003-2004
#days used street drugs over past year,DUQ_C.htm,DUQ110,2003-2004
Ever used a needle to take street drugs,DUQ_C.htm,DUQ120,2003-2004
Ever used cocaine or other street drug,DUQ_C.htm,DUQ100,2003-2004
Respondent sequence number,DUQ_C.htm,SEQN,2003-2004
# days used marijuana or hashish/month,DUQ_D.htm,DUQ230,2005-2006
# days used methamphetamine/month,DUQ_D.htm,DUQ360,2005-2006
# of days used cocaine/month,DUQ_D.htm,DUQ280,2005-2006
# of days used heroin/month,DUQ_D.htm,DUQ320,2005-2006
# of time you used cocaine,DUQ_D.htm,DUQ272,2005-2006
# times injected drugs/lifetime,DUQ_D.htm,DUQ410,2005-2006
# times used methamphetamine,DUQ_D.htm,DUQ352,2005-2006
Age first injected drugs,DUQ_D.htm,DUQ390,2005-2006
Age first used cocaine,DUQ_D.htm,DUQ260,2005-2006
Age first used heroin,DUQ_D.htm,DUQ300,2005-2006
Age first used methamphetamine,DUQ_D.htm,DUQ340,2005-2006
Age when first tried marijuana,DUQ_D.htm,DUQ210,2005-2006
CHECK ITEM,DUQ_D.htm,DUQ425,2005-2006
Drugs injected - Any other drugs,DUQ_D.htm,DUQ380E,2005-2006
Drugs injected - Cocaine,DUQ_D.htm,DUQ380A,2005-2006
Drugs injected - Heroin,DUQ_D.htm,DUQ380B,2005-2006
Drugs injected - Methamphetamine,DUQ_D.htm,DUQ380C,2005-2006
Drugs injected - Steroids,DUQ_D.htm,DUQ380D,2005-2006
Ever been in rehabilitation program,DUQ_D.htm,DUQ430,2005-2006
Ever use a needle to inject illegal drug,DUQ_D.htm,DUQ370,2005-2006
Ever use any form of cocaine,DUQ_D.htm,DUQ250,2005-2006
Ever used cocaine/heroin/methamphetamine,DUQ_D.htm,DUQ240,2005-2006
Ever used heroin,DUQ_D.htm,DUQ290,2005-2006
Ever used marijuana or hashish,DUQ_D.htm,DUQ200,2005-2006
Ever used methamphetamine,DUQ_D.htm,DUQ330,2005-2006
How often did you inject drugs,DUQ_D.htm,DUQ420,2005-2006
Interview status code,DUQ_D.htm,DUAISC,2005-2006
Last time injected drugs,DUQ_D.htm,DUQ400Q,2005-2006
Last time injected drugs/unit,DUQ_D.htm,DUQ400U,2005-2006
Last time used heroin,DUQ_D.htm,DUQ310Q,2005-2006
Last time used heroin/unit,DUQ_D.htm,DUQ310U,2005-2006
Last time used marijuana or hashish,DUQ_D.htm,DUQ220Q,2005-2006
Last time used marijuana or hashish/unit,DUQ_D.htm,DUQ220U,2005-2006
Last time used methamphetamine,DUQ_D.htm,DUQ350Q,2005-2006
Last time used methamphetamine/unit,DUQ_D.htm,DUQ350U,2005-2006
"Last time you used cocaine, in any form",DUQ_D.htm,DUQ270Q,2005-2006
Last time you used cocaine/unit,DUQ_D.htm,DUQ270U,2005-2006
Respondent sequence number,DUQ_D.htm,SEQN,2005-2006
Bone Imputation Indicator,dxx_d.htm,DXITOTBN,2005-2006
Exam Status,dxx_d.htm,DXAEXSTS,2005-2006
Head Area (cm^2),dxx_d.htm,DXXHEA,2005-2006
Head Bone Invalidity Code,dxx_d.htm,DXAHEBV,2005-2006
Head Bone Mineral Content (g),dxx_d.htm,DXXHEBMC,2005-2006
Head Bone Mineral Density (g/cm^2),dxx_d.htm,DXXHEBMD,2005-2006
Head Fat (g),dxx_d.htm,DXXHEFAT,2005-2006
Head Imputation Indicator,dxx_d.htm,DXIHE,2005-2006
Head Lean excl BMC (g),dxx_d.htm,DXDHELE,2005-2006
Head Lean incl BMC (g),dxx_d.htm,DXXHELI,2005-2006
Head Percent Fat,dxx_d.htm,DXDHEPF,2005-2006
Head Tissue Invalidity Code,dxx_d.htm,DXAHETV,2005-2006
Head Total (g),dxx_d.htm,DXDHETOT,2005-2006
Imputation Version,dxx_d.htm,_MULT_,2005-2006
Left Arm Area (cm^2),dxx_d.htm,DXXLAA,2005-2006
Left Arm BMC (g),dxx_d.htm,DXXLABMC,2005-2006
Left Arm BMD (g/cm^2),dxx_d.htm,DXXLABMD,2005-2006
Left Arm Bone Invalidity Code,dxx_d.htm,DXALABV,2005-2006
Left Arm Fat (g),dxx_d.htm,DXXLAFAT,2005-2006
Left Arm Imputation Indicator,dxx_d.htm,DXILA,2005-2006
Left Arm Lean excl BMC (g),dxx_d.htm,DXDLALE,2005-2006
Left Arm Lean incl BMC (g),dxx_d.htm,DXXLALI,2005-2006
Left Arm Percent Fat,dxx_d.htm,DXDLAPF,2005-2006
Left Arm Tissue Invalidity Code,dxx_d.htm,DXALATV,2005-2006
Left Arm Total (g),dxx_d.htm,DXDLATOT,2005-2006
Left Leg Area (cm^2),dxx_d.htm,DXXLLA,2005-2006
Left Leg BMC (g),dxx_d.htm,DXXLLBMC,2005-2006
Left Leg BMD (g/cm^2),dxx_d.htm,DXXLLBMD,2005-2006
Left Leg Bone Invalidity Code,dxx_d.htm,DXALLBV,2005-2006
Left Leg Fat (g),dxx_d.htm,DXXLLFAT,2005-2006
Left Leg Imputation Indicator,dxx_d.htm,DXILL,2005-2006
Left Leg Lean excl BMC (g),dxx_d.htm,DXDLLLE,2005-2006
Left Leg Lean incl BMC (g),dxx_d.htm,DXXLLLI,2005-2006
Left Leg Percent Fat,dxx_d.htm,DXDLLPF,2005-2006
Left Leg Tissue Invalidity Code,dxx_d.htm,DXALLTV,2005-2006
Left Leg Total (g),dxx_d.htm,DXDLLTOT,2005-2006
Left Ribs Area (cm^2),dxx_d.htm,DXXLRA,2005-2006
Left Ribs BMC (g),dxx_d.htm,DXXLRBMC,2005-2006
Left Ribs BMD (g/cm^2),dxx_d.htm,DXXLRBMD,2005-2006
Left Ribs Imputation Indicator,dxx_d.htm,DXILR,2005-2006
Lumbar Spine Area (cm^2),dxx_d.htm,DXXLSA,2005-2006
Lumbar Spine BMC (g),dxx_d.htm,DXXLSBMC,2005-2006
Lumbar Spine BMD (g/cm^2),dxx_d.htm,DXXLSBMD,2005-2006
Lumbar Spine Imputation Indicator,dxx_d.htm,DXILS,2005-2006
Pelvis Area (cm^2),dxx_d.htm,DXXPEA,2005-2006
Pelvis BMC (g),dxx_d.htm,DXXPEBMC,2005-2006
Pelvis BMD (g/cm^2),dxx_d.htm,DXXPEBMD,2005-2006
Pelvis Imputation Indicator,dxx_d.htm,DXIPE,2005-2006
Respondent sequence number,dxx_d.htm,SEQN,2005-2006
Right Arm Area (cm^2),dxx_d.htm,DXXRAA,2005-2006
Right Arm BMC (g),dxx_d.htm,DXXRABMC,2005-2006
Right Arm BMD (g/cm^2),dxx_d.htm,DXXRABMD,2005-2006
Right Arm Bone Invalidity Code,dxx_d.htm,DXARABV,2005-2006
Right Arm Fat (g),dxx_d.htm,DXXRAFAT,2005-2006
Right Arm Imputation Indicator,dxx_d.htm,DXIRA,2005-2006
Right Arm Lean excl BMC (g),dxx_d.htm,DXDRALE,2005-2006
Right Arm Lean incl BMC (g),dxx_d.htm,DXXRALI,2005-2006
Right Arm Percent Fat,dxx_d.htm,DXDRAPF,2005-2006
Right Arm Tissue Invalidity Code,dxx_d.htm,DXARATV,2005-2006
Right Arm Total (g),dxx_d.htm,DXDRATOT,2005-2006
Right Leg Area (cm^2),dxx_d.htm,DXXRLA,2005-2006
Right Leg BMC (g),dxx_d.htm,DXXRLBMC,2005-2006
Right Leg BMD(g/cm^2),dxx_d.htm,DXXRLBMD,2005-2006
Right Leg Bone Invalidity Code,dxx_d.htm,DXARLBV,2005-2006
Right Leg Fat (g),dxx_d.htm,DXXRLFAT,2005-2006
Right Leg Imputation Indicator,dxx_d.htm,DXIRL,2005-2006
Right Leg Lean excl BMC (g),dxx_d.htm,DXDRLLE,2005-2006
Right Leg Lean incl BMC (g),dxx_d.htm,DXXRLLI,2005-2006
Right Leg Percent Fat,dxx_d.htm,DXDRLPF,2005-2006
Right Leg Tissue Invalidity Code,dxx_d.htm,DXARLTV,2005-2006
Right Leg Total (g),dxx_d.htm,DXDRLTOT,2005-2006
Right Ribs Area (cm^2),dxx_d.htm,DXXRRA,2005-2006
Right Ribs BMC (g),dxx_d.htm,DXXRRBMC,2005-2006
Right Ribs BMD (g/cm^2),dxx_d.htm,DXXRRBMD,2005-2006
Right Ribs Imputation Indicator,dxx_d.htm,DXIRR,2005-2006
Soft Tissue Imputation Indicator,dxx_d.htm,DXITOTST,2005-2006
Subtotal (Total excl Head) (g),dxx_d.htm,DXDSTTOT,2005-2006
Subtotal Area (cm^2),dxx_d.htm,DXDSTA,2005-2006
Subtotal BMC (g),dxx_d.htm,DXDSTBMC,2005-2006
Subtotal BMD (g/cm^2),dxx_d.htm,DXDSTBMD,2005-2006
Subtotal Fat (g),dxx_d.htm,DXDSTFAT,2005-2006
Subtotal Lean excl BMC (g),dxx_d.htm,DXDSTLE,2005-2006
Subtotal Lean incl BMC (g),dxx_d.htm,DXDSTLI,2005-2006
Subtotal Percent Fat,dxx_d.htm,DXDSTPF,2005-2006
Thoracic Spine Area (cm^2),dxx_d.htm,DXXTSA,2005-2006
Thoracic Spine BMC (g),dxx_d.htm,DXXTSBMC,2005-2006
Thoracic Spine BMD (g/cm^2),dxx_d.htm,DXXTSBMD,2005-2006
Thoracic Spine Imputation Indicator,dxx_d.htm,DXITS,2005-2006
Total Area (cm^2),dxx_d.htm,DXDTOA,2005-2006
Total Bone Mineral Content (g),dxx_d.htm,DXDTOBMC,2005-2006
Total Bone Mineral Density (g/cm^2),dxx_d.htm,DXDTOBMD,2005-2006
Total Fat (g),dxx_d.htm,DXDTOFAT,2005-2006
Total Lean excl BMC (g),dxx_d.htm,DXDTOLE,2005-2006
Total Lean incl BMC (g),dxx_d.htm,DXDTOLI,2005-2006
Total Lean+Fat (g),dxx_d.htm,DXDTOTOT,2005-2006
Total Percent Fat,dxx_d.htm,DXDTOPF,2005-2006
Trunk BMC (g),dxx_d.htm,DXDTRBMC,2005-2006
Trunk Bone BMD (g/cm^2),dxx_d.htm,DXDTRBMD,2005-2006
Trunk Bone Invalidity Code,dxx_d.htm,DXATRBV,2005-2006
Trunk Bone area (cm^2),dxx_d.htm,DXDTRA,2005-2006
Trunk Fat (g),dxx_d.htm,DXXTRFAT,2005-2006
Trunk Imputation Indicator,dxx_d.htm,DXITR,2005-2006
Trunk Lean excl BMC (g),dxx_d.htm,DXDTRLE,2005-2006
Trunk Lean incl BMC (g),dxx_d.htm,DXXTRLI,2005-2006
Trunk Percent Fat,dxx_d.htm,DXDTRPF,2005-2006
Trunk Tissue Invalidity Code,dxx_d.htm,DXATRTV,2005-2006
Trunk Total (g),dxx_d.htm,DXDTRTOT,2005-2006
Android fat mass,DXXAG_C.htm,DXXANFM,2003-2004
Android lean mass,DXXAG_C.htm,DXXANLM,2003-2004
Android percent fat,DXXAG_C.htm,DXXAPFAT,2003-2004
Android to Gynoid ratio,DXXAG_C.htm,DXXAGRAT,2003-2004
Android total mass,DXXAG_C.htm,DXXANTOM,2003-2004
Gynoid fat mass,DXXAG_C.htm,DXXGYFM,2003-2004
Gynoid lean mass,DXXAG_C.htm,DXXGYLM,2003-2004
Gynoid percent fat,DXXAG_C.htm,DXXGPFAT,2003-2004
Gynoid total mass,DXXAG_C.htm,DXXGYTOM,2003-2004
Respondent sequence number,DXXAG_C.htm,SEQN,2003-2004
Trunk (A/G region) scan status,DXXAG_C.htm,DXATRST,2003-2004
Trunk tissue invalidity code,DXXAG_C.htm,DXATRTV,2003-2004
Android fat mass,DXXAG_D.htm,DXXANFM,2005-2006
Android lean mass,DXXAG_D.htm,DXXANLM,2005-2006
Android percent fat,DXXAG_D.htm,DXXAPFAT,2005-2006
Android to Gynoid ratio,DXXAG_D.htm,DXXAGRAT,2005-2006
Android total mass,DXXAG_D.htm,DXXANTOM,2005-2006
Gynoid fat mass,DXXAG_D.htm,DXXGYFM,2005-2006
Gynoid lean mass,DXXAG_D.htm,DXXGYLM,2005-2006
Gynoid percent fat,DXXAG_D.htm,DXXGPFAT,2005-2006
Gynoid total mass,DXXAG_D.htm,DXXGYTOM,2005-2006
Respondent sequence number,DXXAG_D.htm,SEQN,2005-2006
Trunk (A/G region) scan status,DXXAG_D.htm,DXATRST,2005-2006
Trunk tissue invalidity code,DXXAG_D.htm,DXATRTV,2005-2006
Butyl paraben (ng/ml),EPH_D.htm,URXBUP,2005-2006
Butyl paraben comment,EPH_D.htm,URDBUPLC,2005-2006
Ethyl paraben  (ng/ml),EPH_D.htm,URXEPB,2005-2006
Ethyl paraben comment,EPH_D.htm,URDEPBLC,2005-2006
Methyl paraben (ng/ml),EPH_D.htm,URXMPB,2005-2006
Methyl paraben comment,EPH_D.htm,URDMPBLC,2005-2006
Propyl paraben (ng/ml),EPH_D.htm,URXPPB,2005-2006
Propyl paraben comment,EPH_D.htm,URDPPBLC,2005-2006
Respondent sequence number,EPH_D.htm,SEQN,2005-2006
Two-year MEC weights of subsample B,EPH_D.htm,WTSB2YR,2005-2006
Urinary 4-tert-octylphenol (ng/mL),EPH_D.htm,URX4TO,2005-2006
Urinary 4-tert-octylphenol comment,EPH_D.htm,URD4TOLC,2005-2006
Urinary Benzophenone-3 (ng/mL),EPH_D.htm,URXBP3,2005-2006
Urinary Benzophenone-3 comment,EPH_D.htm,URDBP3LC,2005-2006
Urinary Bisphenol A (ng/mL),EPH_D.htm,URXBPH,2005-2006
Urinary Bisphenol A comment,EPH_D.htm,URDBPHLC,2005-2006
Urinary Triclosan (ng/mL),EPH_D.htm,URXTRS,2005-2006
Urinary Triclosan comment,EPH_D.htm,URDTRSLC,2005-2006
Urinary creatinine,EPH_D.htm,URXUCR,2005-2006
Protoporphyrin (umol/L RBC),EPP_D.htm,LBDEPPSI,2005-2006
Protoporphyrin(ug/dL RBC),EPP_D.htm,LBXEPP,2005-2006
Respondent sequence number,EPP_D.htm,SEQN,2005-2006
Ferritin(ng/mL),FERTIN_D.htm,LBXFER,2005-2006
Ferritin(ug/L),FERTIN_D.htm,LBDFERSI,2005-2006
Respondent sequence number,FERTIN_D.htm,SEQN,2005-2006
Glycohemoglobin (%),GHB_D.htm,LBXGH,2005-2006
Respondent sequence number,GHB_D.htm,SEQN,2005-2006
Direct HDL-Cholesterol (mg/dL),HDL_D.htm,LBDHDD,2005-2006
Direct HDL-Cholesterol (mmol/L),HDL_D.htm,LBDHDDSI,2005-2006
Respondent sequence number,HDL_D.htm,SEQN,2005-2006
Check item,HIQ_D.htm,HIQ259,2005-2006
Check item,HIQ_D.htm,HIQ065,2005-2006
Check item,HIQ_D.htm,HIQ269,2005-2006
Covered by Indian Health Service,HIQ_D.htm,HIQ031G,2005-2006
Covered by Medi-Gap,HIQ_D.htm,HIQ031C,2005-2006
Covered by Medicaid,HIQ_D.htm,HIQ031D,2005-2006
Covered by Medicare,HIQ_D.htm,HIQ031B,2005-2006
Covered by SCHIP,HIQ_D.htm,HIQ031E,2005-2006
Covered by health insurance,HIQ_D.htm,HIQ011,2005-2006
Covered by military health care,HIQ_D.htm,HIQ031F,2005-2006
Covered by other government insurance,HIQ_D.htm,HIQ031I,2005-2006
Covered by private insurance,HIQ_D.htm,HIQ031A,2005-2006
Covered by single service plan,HIQ_D.htm,HIQ031J,2005-2006
Covered by state-sponsored health plan,HIQ_D.htm,HIQ031H,2005-2006
Do plans cover prescriptions?,HIQ_D.htm,HIQ270,2005-2006
Have Medicare?,HIQ_D.htm,HIQ260,2005-2006
Insurance card available or not,HIQ_D.htm,HIQ105,2005-2006
No coverage of any type,HIQ_D.htm,HIQ031AA,2005-2006
Respondent sequence number,HIQ_D.htm,SEQN,2005-2006
Time when no insurance in past year?,HIQ_D.htm,HIQ210,2005-2006
Blood ever tested for HIV virus?,HSQ_C.htm,HSQ590,2003-2004
General health condition,HSQ_C.htm,HSD010,2003-2004
How long ago was last blood donation?,HSQ_C.htm,HSQ580,2003-2004
Respondent sequence number,HSQ_C.htm,SEQN,2003-2004
SP donated blood in past 12 months?,HSQ_C.htm,HSQ571,2003-2004
"SP have flu, pneumonia, ear infection?",HSQ_C.htm,HSQ520,2003-2004
SP have stomach or intestinal illness?,HSQ_C.htm,HSQ510,2003-2004
SP recent health - over past 4 weeks,HSQ_C.htm,HSQ500,2003-2004
Source of Health Status Data,HSQ_C.htm,HSAQUEX,2003-2004
inactive days due to phys./mental hlth,HSQ_C.htm,HSQ490,2003-2004
no. of days mental health was not good,HSQ_C.htm,HSQ480,2003-2004
no. of days physical health was not good,HSQ_C.htm,HSQ470,2003-2004
Blood ever tested for HIV virus?,HSQ_D.htm,HSQ590,2005-2006
General health condition,HSQ_D.htm,HSD010,2005-2006
How long ago was last blood donation?,HSQ_D.htm,HSQ580,2005-2006
Respondent sequence number,HSQ_D.htm,SEQN,2005-2006
SP donated blood in past 12 months?,HSQ_D.htm,HSQ571,2005-2006
"SP have flu, pneumonia, ear infection?",HSQ_D.htm,HSQ520,2005-2006
SP have head cold or chest cold,HSQ_D.htm,HSQ500,2005-2006
SP have stomach or intestinal illness?,HSQ_D.htm,HSQ510,2005-2006
Source of Health Status Data,HSQ_D.htm,HSAQUEX,2005-2006
inactive days due to phys./mental hlth,HSQ_D.htm,HSQ490,2005-2006
no. of days mental health was not good,HSQ_D.htm,HSQ480,2005-2006
no. of days physical health was not good,HSQ_D.htm,HSQ470,2005-2006
#Times overnite hospital patient/last yr,HUQ_C.htm,HUD080,2003-2004
#Times receive healthcare over past year,HUQ_C.htm,HUQ050,2003-2004
Acute care facility,HUQ_C.htm,HUQ088a,2003-2004
CHECK ITEM,HUQ_C.htm,HUQ089,2003-2004
CHECK ITEM,HUQ_C.htm,HUQ081,2003-2004
General health condition,HUQ_C.htm,HUQ010,2003-2004
Health now compared with 1 year ago,HUQ_C.htm,HUQ020,2003-2004
How long since last healthcare visit,HUQ_C.htm,HUQ060,2003-2004
In long term care facility last 12 month,HUQ_C.htm,HUQ082,2003-2004
Long term care facility,HUQ_C.htm,HUQ088b,2003-2004
Non SP HH member in care fac overnight,HUQ_C.htm,HUQ086,2003-2004
Overnight hospital patient in last year,HUQ_C.htm,HUQ071,2003-2004
Rehabilitation facility,HUQ_C.htm,HUQ088c,2003-2004
Respondent sequence number,HUQ_C.htm,SEQN,2003-2004
Routine place to go for healthcare,HUQ_C.htm,HUQ030,2003-2004
Seen mental health professional /past yr,HUQ_C.htm,HUQ090,2003-2004
Total # of days in long term facility,HUQ_C.htm,HUQ084,2003-2004
Type place most often go for healthcare,HUQ_C.htm,HUQ040,2003-2004
#times overnite hospital patient/last yr,HUQ_D.htm,HUD080,2005-2006
#times receive healthcare over past year,HUQ_D.htm,HUQ050,2005-2006
CHECK ITEM,HUQ_D.htm,HUQ085,2005-2006
CHECK ITEM,HUQ_D.htm,HUQ015,2005-2006
General health condition,HUQ_D.htm,HUQ010,2005-2006
Health now compared with 1 year ago,HUQ_D.htm,HUQ020,2005-2006
How long since last healthcare visit,HUQ_D.htm,HUQ060,2005-2006
Overnite hospital patient in last year,HUQ_D.htm,HUQ071,2005-2006
Respondent sequence number,HUQ_D.htm,SEQN,2005-2006
Routine place to go for healthcare,HUQ_D.htm,HUQ030,2005-2006
Seen mental health professional/past yr,HUQ_D.htm,HUQ090,2005-2006
Type place most often go for healthcare,HUQ_D.htm,HUQ040,2005-2006
Ability to maintain an erection,KIQ_P_C.htm,KIQ400,2003-2004
Age at first BPH diagnosis,KIQ_P_C.htm,KIQ161,2003-2004
Bladder feels empty after urinating,KIQ_P_C.htm,KIQ101,2003-2004
DRE to check for blood in stool,KIQ_P_C.htm,KIQ381,2003-2004
DRE to check for prostate cancer,KIQ_P_C.htm,KIQ361,2003-2004
Diagnosed with enlarged prostate,KIQ_P_C.htm,KIQ121,2003-2004
Diagnosed with prostate disease,KIQ_P_C.htm,KIQ106,2003-2004
Enlargement due to cancer,KIQ_P_C.htm,KIQ182,2003-2004
Enlargement was BPH,KIQ_P_C.htm,KIQ141,2003-2004
Ever had a PSA test,KIQ_P_C.htm,KIQ321,2003-2004
Ever had a rectal exam,KIQ_P_C.htm,KIQ341,2003-2004
Respondent sequence number,KIQ_P_C.htm,SEQN,2003-2004
Usually have trouble trying to urinate,KIQ_P_C.htm,KIQ081,2003-2004
